PM2.5,PM10,CO,NO2,Temperature,Humidity,AQI
48,140,4.8,150,25.7,78.8,146
188,73,0.58,150,22.5,45.7,181
207,291,0.17,156,33.9,65.6,257
143,260,0.89,27,43.8,62.2,194
76,262,4.98,144,22.7,35.6,233
144,37,0.98,155,12.2,29.5,149
188,206,2.56,25,41.4,37.4,236
209,163,4.26,68,11.3,73.7,172
51,281,0.2,76,43.3,56.9,171
201,258,3.06,166,33.3,30.3,311
24,95,1.46,134,43.0,75.4,119
120,207,4.33,73,17.0,14.4,214
166,265,1.49,163,11.4,65.9,199
42,149,3.47,72,27.1,45.1,138
231,98,3.4,151,25.8,68.5,222
240,91,1.19,132,21.6,84.2,171
164,282,0.27,111,43.5,70.0,230
173,210,2.11,113,38.8,45.4,248
166,82,1.52,76,33.2,22.1,197
47,31,4.06,107,15.7,74.5,73
194,160,4.02,145,35.7,46.9,267
106,273,2.34,69,35.4,16.0,240
238,62,3.07,138,24.9,67.5,205
164,36,3.06,116,42.4,33.3,221
192,82,4.15,159,15.8,13.9,243
42,272,2.18,83,19.4,82.2,114
205,27,1.45,184,12.2,48.6,174
95,109,1.4,130,37.8,32.5,189
75,227,2.73,125,31.8,67.3,179
19,137,2.3,91,21.0,80.9,71
14,194,2.26,52,15.7,10.0,129
132,95,0.55,92,11.4,65.0,94
83,120,3.62,72,15.8,71.4,102
106,170,1.15,176,25.9,26.8,210
127,289,1.07,105,18.7,49.2,191
47,90,2.12,21,19.1,17.1,101
150,199,1.22,42,40.6,69.7,175
168,143,2.96,142,28.0,77.8,191
56,214,1.92,58,35.5,18.7,186
237,247,2.3,138,11.2,75.3,217
118,294,2.73,138,22.8,71.7,203
225,125,1.1,56,26.8,37.8,199
189,40,0.86,19,16.5,65.2,90
193,83,4.41,72,14.2,10.0,212
24,184,2.23,189,40.5,84.5,161
166,46,2.12,116,42.9,54.0,196
145,167,0.27,188,12.8,59.6,166
14,183,2.54,108,22.2,63.2,111
166,243,2.82,11,43.5,54.9,220
56,291,2.84,55,12.9,78.5,113
77,165,3.56,62,32.5,58.8,154
85,49,0.97,196,44.0,82.6,150
182,64,1.34,113,44.2,56.6,200
139,294,4.07,115,26.5,23.7,273
164,53,4.74,158,15.7,83.1,156
104,160,0.77,190,17.1,64.5,153
124,240,2.54,35,41.1,65.9,189
173,41,1.15,198,41.9,88.8,184
45,199,0.39,96,31.3,16.0,171
35,250,1.69,110,36.8,44.3,182
52,57,0.8,17,35.9,29.1,100
36,89,3.58,150,33.2,60.4,146
78,135,2.72,123,39.0,74.5,159
157,258,0.8,145,34.0,87.3,202
20,167,0.15,119,28.7,46.4,120
83,28,4.06,156,18.3,72.9,116
113,69,0.96,61,36.0,83.4,99
47,24,3.07,130,26.6,64.7,101
143,145,1.75,161,20.3,29.4,208
209,94,2.97,188,38.1,58.6,255
32,184,1.65,58,34.4,87.6,92
56,297,0.53,137,42.8,89.0,173
99,96,1.19,167,15.8,61.4,127
55,156,1.02,23,32.7,81.0,78
116,125,2.2,187,18.5,26.0,203
149,114,3.33,81,41.6,29.7,227
227,154,1.39,73,13.5,86.2,143
150,87,0.16,48,33.0,20.8,167
113,166,2.64,42,37.7,25.3,199
199,178,3.07,66,22.4,43.6,211
219,182,4.82,26,43.4,57.2,252
226,208,2.99,77,39.8,58.3,257
234,114,2.41,172,20.3,33.4,251
120,200,2.91,158,10.3,83.6,149
113,206,4.65,129,20.4,83.2,174
69,157,4.16,9,19.8,41.4,124
180,149,1.68,58,41.1,44.7,212
213,213,1.26,90,43.8,66.2,240
245,292,1.39,181,12.5,63.0,258
109,163,2.57,7,26.5,40.6,144
249,35,3.75,42,29.2,43.1,204
77,264,2.57,146,13.3,37.8,190
142,126,0.43,179,23.2,28.8,202
129,107,3.65,146,21.1,46.7,187
46,148,4.05,77,28.8,64.9,131
81,23,1.52,42,33.1,69.4,76
136,114,3.35,196,34.6,72.3,211
115,228,2.19,176,14.8,40.0,207
101,244,4.46,129,38.5,71.2,225
40,66,4.24,74,33.7,10.5,168
131,200,2.67,69,41.1,48.2,213
146,125,3.49,29,25.7,73.5,134
60,218,4.43,20,41.3,60.4,169
38,125,2.53,19,40.3,47.9,122
215,299,1.63,135,25.3,61.6,256
49,279,3.79,199,23.3,82.6,189
50,127,1.18,41,42.6,55.3,121
223,38,2.0,187,35.0,74.0,213
20,190,4.34,129,42.5,88.5,158
160,214,3.65,117,37.9,66.4,236
10,31,2.08,170,31.3,55.9,109
55,214,1.15,195,14.1,13.0,196
110,201,1.84,5,20.2,40.0,136
158,163,1.49,75,43.9,55.2,205
99,201,0.96,107,21.2,73.8,130
119,49,3.74,23,13.3,45.0,102
173,103,1.34,56,34.8,86.8,136
191,185,2.33,122,35.7,31.7,262
224,115,1.99,162,20.0,69.6,201
66,285,4.91,111,20.4,43.5,209
10,244,2.02,59,26.4,48.9,125
72,61,0.49,18,10.8,74.2,13
191,265,0.54,17,37.6,33.7,228
64,227,2.99,88,21.1,17.7,189
124,256,3.04,94,39.9,51.6,235
177,41,2.15,31,38.1,52.3,158
152,204,2.22,93,33.1,73.8,188
158,261,0.36,141,21.4,87.5,172
184,60,2.63,45,28.1,14.4,196
210,181,2.57,52,25.6,57.3,199
62,179,0.83,16,21.9,64.5,78
146,108,0.61,142,39.7,88.9,158
211,31,0.71,10,26.9,85.4,94
189,92,0.6,166,39.1,67.0,205
66,95,3.09,184,13.7,51.7,141
126,220,1.06,45,14.9,22.9,164
163,29,1.33,10,44.2,40.7,155
178,245,0.95,134,30.6,56.8,230
44,195,4.79,19,27.8,68.0,123
72,295,4.29,149,28.3,60.8,222
34,58,1.23,20,17.5,67.1,22
99,79,1.71,160,35.2,44.3,180
84,85,1.13,89,13.0,68.2,72
47,143,2.51,14,30.1,21.5,135
139,183,0.2,142,30.0,23.0,220
144,178,3.39,142,42.0,23.0,277
219,76,2.66,160,28.4,81.3,198
228,97,4.5,156,14.8,16.1,264
171,213,0.91,23,30.0,74.1,153
100,34,4.04,72,13.2,28.7,127
26,31,3.98,188,17.1,47.5,124
137,120,0.72,199,11.1,83.3,130
180,175,2.05,46,28.0,56.9,180
196,144,0.93,144,13.0,26.8,207
117,299,1.35,150,26.4,32.7,241
188,129,1.39,155,42.7,83.6,210
191,165,2.83,88,35.2,44.2,234
161,235,2.12,138,12.7,57.0,195
34,181,4.74,57,17.8,46.8,130
208,147,0.72,102,33.6,40.3,223
189,169,4.87,46,41.3,27.9,267
207,55,1.23,198,11.2,64.9,169
97,192,3.89,34,38.4,67.5,167
170,41,1.76,13,29.7,32.0,147
186,225,0.8,174,29.1,73.1,223
38,146,4.3,38,43.5,78.4,129
72,236,1.61,172,36.2,83.7,180
244,115,3.33,92,39.8,22.9,283
159,183,2.88,149,22.4,34.3,233
163,167,2.41,161,29.4,78.8,200
165,37,2.53,54,31.5,25.9,177
123,214,3.69,80,21.3,10.3,226
222,170,0.53,181,30.0,79.7,220
58,142,3.37,193,18.3,36.1,183
208,206,4.49,50,15.0,43.2,217
90,168,0.38,50,23.1,45.7,119
93,123,0.79,130,35.9,77.9,137
114,262,3.61,21,42.1,37.0,227
186,250,2.24,70,26.0,81.4,189
157,225,2.08,108,32.5,59.4,215
127,217,0.77,9,13.6,52.2,114
95,106,2.58,127,41.7,36.0,203
229,161,0.72,186,29.9,29.5,274
72,218,2.44,129,37.3,59.9,192
198,65,3.84,116,37.8,45.8,233
113,34,1.37,20,19.0,82.8,43
58,63,2.46,85,28.5,49.3,114
80,188,4.96,95,43.6,50.9,220
10,63,3.46,139,13.1,43.3,97
233,117,4.22,140,33.9,73.1,244
150,280,2.13,76,43.7,44.0,254
231,128,3.86,100,20.5,31.5,242
224,123,0.3,115,40.2,79.0,199
188,275,0.7,86,42.7,57.7,245
132,225,1.1,42,36.1,57.3,176
193,62,2.07,58,18.1,58.9,136
220,264,4.24,80,21.7,67.5,239
71,292,1.8,19,11.3,35.0,136
41,102,3.31,182,39.1,12.7,222
167,129,3.58,188,39.7,74.8,237
38,209,2.97,120,32.1,20.3,203
58,270,1.85,13,22.3,67.7,110
182,231,2.93,12,12.7,16.6,203
230,152,1.78,114,36.4,40.0,256
39,220,0.51,151,35.4,15.0,206
153,114,4.96,55,41.9,51.8,214
177,297,0.72,189,35.6,62.3,269
28,238,0.45,35,39.0,23.7,158
27,108,4.4,106,36.1,39.7,164
10,91,1.58,7,32.1,84.4,30
87,266,3.29,103,24.9,45.4,201
124,148,1.71,87,41.6,74.2,167
184,231,2.02,47,32.8,84.2,181
203,115,1.38,33,23.9,87.9,122
229,94,1.78,14,12.9,81.9,110
122,73,2.11,144,20.2,35.4,166
123,73,3.63,50,29.0,87.0,110
231,237,2.61,34,19.6,75.0,190
175,35,4.72,98,17.7,77.0,142
188,118,0.31,36,28.5,11.2,192
72,39,2.57,51,15.9,86.3,39
141,65,2.96,92,38.0,72.2,160
138,212,4.61,67,27.0,71.4,188
17,77,0.34,158,30.1,16.5,141
166,130,2.91,135,15.2,28.6,206
64,148,4.28,27,21.4,87.0,85
112,213,1.29,78,24.4,50.1,162
140,27,4.39,54,38.3,41.8,178
41,48,0.19,168,37.0,77.2,100
19,131,3.69,128,17.8,17.0,155
211,180,4.67,17,31.6,43.4,232
220,150,3.32,130,18.5,40.1,237
119,207,2.25,33,44.6,38.0,208
171,182,0.32,170,43.3,34.6,263
133,216,4.61,125,29.7,26.8,260
234,223,2.4,94,34.5,23.8,290
96,231,0.24,137,38.1,61.2,189
64,128,3.48,152,35.2,83.6,152
229,295,2.46,82,34.5,50.7,278
41,92,0.71,113,43.5,33.8,153
187,186,1.15,18,30.9,22.7,207
144,279,0.42,140,32.3,76.4,204
102,262,2.91,52,39.7,87.7,171
17,294,3.15,145,33.4,37.9,215
74,121,2.58,28,35.7,33.3,148
66,192,4.1,83,18.2,58.1,143
76,190,4.32,197,23.0,72.0,191
225,160,3.12,166,15.2,46.4,242
224,207,0.16,55,27.7,60.4,192
196,105,3.51,7,26.0,67.3,152
81,71,2.15,132,44.9,86.8,139
63,130,2.87,123,31.4,23.2,188
248,62,3.28,62,37.5,89.8,185
238,230,1.82,129,21.7,41.4,259
76,219,4.59,117,39.1,67.9,206
60,259,0.76,59,31.5,55.8,146
106,134,3.39,123,34.4,48.9,196
101,45,0.12,124,20.3,65.8,89
248,96,4.63,84,29.2,41.7,249
17,156,0.65,46,32.2,20.1,124
171,39,0.56,25,30.6,49.1,124
44,230,1.73,14,42.0,51.8,146
105,259,1.93,61,41.4,26.2,230
97,58,1.15,157,44.0,84.8,143
87,287,2.97,60,33.4,28.2,221
41,226,2.27,42,44.0,42.7,173
129,286,0.27,90,39.1,22.4,244
55,173,1.67,117,19.5,52.9,129
244,61,4.07,193,25.0,34.6,273
153,30,3.48,116,18.3,49.1,154
205,117,3.65,179,10.1,28.0,237
174,294,3.52,58,16.6,14.3,252
191,249,1.62,50,10.1,72.3,154
222,239,0.59,8,35.2,61.3,200
151,84,1.44,198,24.9,37.3,206
232,251,4.18,175,20.9,13.8,331
64,71,4.9,66,36.7,79.2,122
185,282,2.52,128,39.1,23.6,308
219,286,0.15,132,44.1,84.5,253
16,173,0.79,116,32.5,48.3,130
83,159,1.68,89,26.2,37.2,156
16,70,2.94,8,20.7,69.3,33
170,136,0.47,69,17.8,80.1,113
160,65,4.72,66,17.5,39.7,168
94,107,1.89,94,24.3,42.6,141
156,227,4.57,124,44.7,44.7,286
121,288,3.92,134,10.0,83.8,175
134,108,3.8,141,16.9,65.4,162
156,137,3.07,189,16.6,29.8,228
45,73,3.17,49,35.1,24.8,141
38,135,3.23,150,22.3,28.4,168
197,137,3.18,116,26.0,31.1,238
91,279,2.81,180,15.2,28.4,231
11,94,4.93,46,24.2,62.7,87
138,26,3.69,45,13.6,19.3,139
56,141,3.91,93,28.7,41.0,163
206,30,4.38,190,13.4,60.0,198
157,234,1.16,46,37.7,33.3,220
20,298,0.51,39,29.8,15.2,164
243,47,2.47,170,35.3,16.5,282
139,254,2.62,71,24.6,20.1,229
204,45,4.16,45,23.4,76.9,144
224,73,2.27,103,13.4,62.6,162
128,48,2.9,54,28.3,15.2,170
149,183,2.68,108,28.0,41.3,214
29,289,0.29,90,26.4,32.3,160
14,54,3.11,83,35.9,56.2,103
46,292,4.16,49,39.1,51.8,198
175,227,0.87,151,36.3,48.5,248
231,257,3.01,110,15.0,35.2,261
146,112,3.01,149,31.8,21.0,238
235,192,0.9,197,12.8,69.4,219
62,98,0.7,126,34.3,80.4,106
181,129,4.9,81,23.4,85.5,171
108,236,2.03,60,14.6,14.7,183
95,125,1.21,116,40.2,69.2,154
117,66,0.94,97,31.5,68.1,121
33,200,3.37,45,22.4,85.8,87
90,83,3.09,174,11.1,30.2,162
211,265,3.25,10,28.8,69.4,209
167,263,0.53,102,42.3,14.4,278
129,106,4.48,77,30.9,60.5,173
68,236,2.01,172,44.0,38.1,243
247,26,1.64,45,14.8,71.5,123
224,297,2.37,13,29.9,79.1,210
137,229,2.01,12,37.9,39.2,198
233,188,4.33,176,28.4,52.0,291
218,157,4.65,190,13.2,19.4,285
123,249,1.59,108,30.4,43.4,212
124,180,4.33,199,31.4,38.9,262
218,20,3.93,17,35.5,24.6,207
23,255,4.66,23,36.6,81.6,135
18,207,1.3,102,37.0,21.8,177
49,23,2.93,100,33.2,60.9,106
203,151,1.45,53,17.6,81.2,136
246,237,4.14,104,24.1,83.0,242
34,279,0.13,86,37.2,73.5,137
112,20,2.87,162,43.4,24.1,218
210,90,1.76,70,12.8,75.4,127
31,197,1.68,95,28.7,32.1,154
244,208,3.26,63,20.9,83.8,200
247,27,4.27,57,17.9,66.7,166
13,272,3.09,56,27.7,72.8,124
163,263,4.28,85,31.2,16.8,282
195,142,1.4,163,10.3,56.6,183
38,51,2.65,19,37.3,75.7,67
118,165,2.31,125,38.7,78.9,180
107,175,0.16,152,43.8,12.3,243
224,35,2.83,9,16.3,85.1,101
46,66,3.34,139,30.8,13.5,179
84,270,3.0,22,24.9,59.2,152
79,206,3.71,60,21.7,65.5,140
155,50,2.9,79,29.8,18.6,194
137,279,0.43,100,37.4,13.8,257
94,36,0.67,118,10.8,72.8,60
51,58,3.02,105,43.9,40.8,162
109,58,1.45,177,38.3,18.6,215
50,151,0.49,32,36.3,71.0,89
175,49,2.21,54,36.6,77.9,141
43,177,2.82,6,23.6,57.0,95
26,297,1.71,72,36.3,22.9,197
174,222,3.63,132,23.5,11.2,278
162,85,3.25,81,41.5,66.1,188
239,127,1.73,28,16.2,54.0,164
131,287,3.8,116,20.2,62.1,214
85,241,3.28,180,29.3,75.1,203
96,37,3.22,177,21.2,44.7,159
126,109,2.81,123,24.8,20.0,202
115,200,0.16,190,27.2,85.2,164
95,274,3.51,40,40.0,53.6,207
222,272,1.94,6,28.3,59.2,211
36,276,4.72,131,22.7,84.7,161
66,106,4.11,109,18.7,84.5,102
40,109,2.98,22,24.3,55.8,84
143,256,1.34,181,28.1,33.8,256
228,89,1.1,12,36.1,89.8,138
177,63,1.77,190,14.2,64.5,165
107,219,2.44,19,17.8,42.7,144
21,171,1.55,149,23.3,54.8,128
246,105,2.62,27,22.6,43.3,193
62,38,0.91,198,23.7,81.1,97
208,120,4.89,97,37.8,48.6,254
147,114,0.63,159,21.3,75.9,144
182,273,4.67,169,27.6,77.2,265
154,49,4.58,53,31.8,75.9,146
163,268,2.67,68,18.1,67.8,184
222,52,3.65,38,35.2,78.4,170
229,248,2.24,22,29.1,41.0,237
199,31,3.19,68,25.6,19.2,199
131,137,1.77,110,38.3,77.4,167
55,174,1.58,78,18.5,49.9,113
73,265,2.93,106,40.9,20.2,249
139,266,2.54,176,29.6,19.2,285
63,48,2.94,21,31.3,22.7,123
116,180,1.5,191,40.6,70.1,214
202,254,1.9,145,38.6,66.9,264
60,209,0.51,56,31.1,26.3,156
190,136,0.36,192,36.4,77.8,211
45,290,1.34,174,25.2,32.5,210
124,277,0.46,68,29.2,73.4,161
35,199,0.61,198,12.2,49.1,137
38,191,4.08,38,13.1,68.5,89
158,293,0.29,99,39.0,40.5,246
20,278,3.33,91,12.1,37.8,149
49,154,1.44,106,15.9,77.3,82
20,190,4.37,196,37.9,12.8,252
173,229,2.48,165,10.0,88.0,178
122,255,1.6,144,19.9,61.9,188
196,205,2.64,80,30.4,44.6,234
48,114,1.97,23,30.8,60.2,88
241,30,2.87,141,37.2,19.8,269
236,87,0.66,78,27.7,51.1,186
63,229,4.99,149,27.8,88.8,176
107,215,2.19,54,35.4,28.8,203
64,117,1.81,43,27.5,67.8,89
120,112,3.58,173,31.3,44.8,216
161,41,1.88,142,41.4,62.2,189
159,191,4.18,16,24.1,26.4,206
78,153,2.33,83,23.5,47.6,140
65,44,3.63,19,10.1,88.4,21
42,204,0.63,32,31.5,25.6,138
45,104,4.25,136,11.0,60.9,111
248,74,3.71,40,27.6,56.0,198
157,270,1.14,123,38.1,55.2,241
220,163,0.81,69,29.2,59.2,193
236,186,1.65,102,19.4,50.2,219
244,243,4.88,51,37.5,11.4,327
90,239,1.36,85,19.4,82.0,121
199,198,2.34,43,35.7,76.2,194
118,138,0.25,42,31.4,23.9,158
244,284,2.05,48,15.9,43.1,235
235,169,2.9,183,41.7,71.6,282
210,234,4.77,101,17.0,88.4,208
163,216,2.63,128,44.6,86.1,226
203,61,4.11,30,10.3,81.9,111
82,72,2.78,168,19.2,22.7,173
210,270,0.3,101,17.0,83.2,180
49,290,1.64,5,10.5,80.3,70
26,142,2.92,57,35.6,40.2,138
138,285,4.76,10,34.3,41.6,233
226,48,4.31,41,37.7,46.8,215
70,54,1.22,6,19.0,62.5,41
180,25,1.18,127,25.6,30.9,180
113,130,1.09,73,33.1,11.8,190
51,96,4.62,173,25.4,21.3,199
34,166,4.28,183,34.4,45.2,206
48,86,3.9,179,32.2,32.6,192
44,27,2.02,17,14.0,71.2,13
140,141,2.57,73,37.3,18.5,223
238,194,2.38,70,35.2,83.4,216
117,198,1.34,63,33.0,81.6,140
181,104,2.57,72,15.4,82.7,124
188,64,0.25,63,19.4,69.2,110
231,155,0.75,121,23.8,18.6,246
111,35,4.44,14,19.8,45.1,110
107,214,3.78,145,18.0,20.5,229
21,28,2.17,134,38.2,89.0,81
28,34,2.63,19,32.3,36.6,86
110,121,1.91,50,29.8,56.8,133
53,245,3.73,189,17.9,72.4,176
196,297,3.94,142,42.1,83.6,283
58,132,3.84,154,16.7,70.4,131
198,20,3.64,93,37.8,64.0,190
26,285,1.1,81,43.8,47.3,182
83,227,1.76,140,35.4,58.4,195
66,129,2.4,153,44.8,17.5,228
64,219,1.72,154,32.8,80.7,161
56,31,3.8,114,17.6,53.5,102
21,207,1.71,101,17.1,13.2,151
71,173,0.78,49,21.4,83.6,74
89,298,2.06,95,10.2,49.1,163
225,190,4.9,172,33.9,79.5,275
92,153,1.21,118,19.4,78.6,111
17,44,3.1,154,38.5,75.3,116
232,37,2.22,162,22.6,14.9,244
158,209,0.45,194,26.8,29.8,247
90,160,2.49,77,43.8,80.0,156
224,62,3.54,177,18.5,81.9,191
238,165,2.61,39,35.2,46.6,234
127,111,4.37,46,36.4,45.2,186
217,198,1.52,137,17.7,24.0,249
207,75,0.52,31,27.5,87.5,111
209,174,4.69,194,22.3,27.1,298
34,179,1.95,36,37.0,25.3,153
219,130,2.92,140,31.8,62.9,234
98,156,3.98,107,26.7,29.4,202
21,251,1.69,89,37.3,85.1,127
152,239,3.61,150,18.2,10.9,269
68,87,0.76,82,36.4,10.5,162
163,268,1.53,147,40.3,50.4,266
242,25,0.81,158,40.8,49.0,232
118,299,4.08,185,37.4,23.1,315
35,113,1.19,48,24.3,49.6,81
56,288,3.62,36,44.4,42.9,210
41,216,4.72,32,23.3,81.2,110
19,44,2.69,171,32.4,10.7,172
25,167,2.75,164,15.6,88.1,98
208,137,2.36,81,44.3,60.0,229
154,85,1.7,22,34.6,22.1,175
160,194,2.43,107,36.4,13.7,264
35,95,3.05,74,12.3,53.0,77
222,133,4.93,123,36.7,28.8,293
95,130,4.7,143,37.1,34.1,230
144,268,4.32,164,33.5,29.6,298
23,222,4.46,152,20.2,62.0,161
88,166,2.39,101,27.1,54.3,158
126,54,3.32,172,13.9,16.2,192
16,45,4.49,140,26.5,52.1,123
146,257,2.03,39,18.5,73.3,149
124,33,4.81,73,22.2,16.5,177
185,64,2.14,130,15.7,81.2,135
81,235,3.05,103,18.1,56.3,162
68,252,3.58,82,12.7,86.0,117
224,212,4.76,153,42.2,21.9,346
230,70,1.3,115,28.6,89.5,162
91,233,3.76,156,23.9,61.5,201
232,170,2.65,21,28.7,55.4,203
231,294,1.42,150,32.0,51.2,290
125,95,3.91,144,42.3,11.9,260
176,239,2.81,148,16.3,85.2,194
236,206,3.34,8,20.3,61.5,195
155,47,1.68,166,44.2,17.3,245
196,199,2.46,96,23.0,11.7,255
243,272,3.13,178,10.8,14.1,313
112,145,2.08,79,15.2,58.8,123
26,196,1.07,163,10.9,59.1,110
23,56,4.81,157,44.6,50.0,178
168,118,2.61,107,19.8,34.5,193
161,117,3.7,28,42.3,52.5,195
236,146,2.11,69,44.9,51.3,249
117,187,1.84,121,31.0,11.6,231
197,99,2.1,157,11.2,32.6,201
54,145,2.11,160,12.9,14.3,167
107,169,2.77,168,26.9,82.0,170
140,35,2.76,86,24.2,68.0,122
46,47,2.54,10,31.2,89.7,39
180,192,0.76,70,25.4,34.2,199
177,65,2.53,71,42.7,80.3,166
227,255,0.93,76,28.7,58.2,228
192,233,0.72,99,34.3,46.3,234
224,104,4.67,52,41.4,27.8,265
117,251,3.06,74,15.1,69.1,155
48,104,3.33,82,18.0,82.3,75
24,84,2.07,71,13.8,28.8,85
129,153,4.55,180,14.9,24.0,233
13,170,3.23,69,27.9,65.7,107
102,134,3.87,176,21.2,88.2,154
223,83,1.91,67,24.8,70.0,161
162,177,4.8,50,44.4,32.8,258
150,96,4.12,151,15.5,43.6,192
219,165,4.28,196,28.9,40.7,297
170,244,0.94,77,13.5,78.2,147
25,122,1.43,75,21.1,71.7,63
246,107,1.5,114,28.5,57.1,215
179,187,1.43,182,43.1,32.0,286
117,189,4.29,67,23.7,85.0,147
135,154,0.26,45,12.3,62.3,96
203,69,0.47,11,23.6,87.6,90
64,153,1.44,141,15.1,56.4,122
236,156,1.08,8,18.0,75.7,139
179,264,1.24,93,31.6,75.0,206
43,128,4.01,181,12.4,37.0,160
167,40,2.86,138,26.3,87.1,144
22,109,0.13,86,31.3,11.8,130
150,131,2.2,25,24.8,71.5,124
27,96,2.1,147,10.7,87.2,56
169,196,0.66,132,44.5,37.1,254
105,167,3.41,199,22.8,61.8,200
236,120,3.54,198,37.3,55.0,288
132,265,3.63,188,21.4,70.9,228
48,136,3.67,109,26.6,79.3,119
55,111,0.1,108,23.6,58.2,94
38,47,4.77,72,22.0,75.3,78
199,44,4.09,164,10.8,35.0,205
230,77,4.53,198,22.6,28.3,279
71,153,0.18,114,41.1,44.5,166
245,268,4.68,161,34.2,64.2,318
194,57,4.07,70,15.1,25.0,188
25,94,4.2,166,30.7,64.4,146
193,161,0.56,31,41.2,41.5,203
245,187,3.72,64,34.5,73.6,236
248,278,4.8,122,15.2,12.9,321
130,244,3.42,171,40.4,63.4,258
19,171,2.9,48,20.6,62.0,88
167,38,4.73,40,25.9,85.3,124
162,165,2.27,23,28.4,67.1,152
112,260,3.04,95,39.8,73.7,208
93,256,2.43,49,42.6,82.4,169
142,54,4.67,153,42.5,64.0,216
74,209,0.47,155,10.3,33.2,153
231,20,2.56,159,42.3,79.6,215
186,172,3.47,102,11.9,69.8,174
12,145,3.98,23,19.3,44.0,93
182,245,2.96,45,28.0,66.8,201
151,240,4.55,30,26.8,79.4,179
129,230,4.72,32,31.2,88.1,167
167,44,0.42,68,26.8,86.2,95
77,35,2.07,72,42.7,36.0,147
155,201,0.21,84,18.4,43.7,166
199,148,1.71,55,19.6,18.8,203
46,61,2.73,106,42.2,29.8,165
162,255,4.56,180,12.7,80.6,219
185,53,4.25,14,31.3,38.9,180
202,64,0.72,171,33.9,59.6,204
190,153,0.56,104,27.7,63.3,180
247,40,2.99,126,34.3,72.5,211
216,141,2.71,151,16.0,24.6,245
82,89,1.41,68,39.8,34.4,154
152,67,4.51,128,14.9,45.9,176
58,58,4.64,23,24.0,39.2,110
130,29,2.07,80,12.6,88.6,63
97,49,4.46,66,29.1,76.8,115
205,263,1.98,145,33.4,48.4,277
149,293,3.71,29,42.9,80.3,216
196,107,2.43,93,35.9,37.8,225
46,263,0.7,96,28.9,72.9,132
70,34,4.65,46,42.6,27.9,167
238,23,2.33,121,26.7,71.8,179
180,210,3.7,43,29.6,46.5,219
133,187,1.9,162,30.9,18.6,249
207,28,0.19,137,24.3,31.9,185
48,128,0.59,85,39.3,42.2,138
193,156,2.53,150,16.5,69.9,191
72,173,3.48,111,29.4,15.8,210
55,228,1.74,115,35.3,62.8,167
97,291,3.51,25,41.6,67.3,196
20,162,3.52,54,40.9,62.3,134
71,118,3.55,125,27.8,70.9,141
86,88,2.51,138,32.5,24.3,190
235,266,4.58,54,23.8,57.0,255
162,280,2.5,198,26.4,85.3,236
208,295,2.31,119,41.7,58.9,287
61,98,1.08,5,42.6,58.9,99
13,165,1.61,189,41.3,68.9,161
68,130,0.31,34,14.8,36.7,82
81,277,3.2,190,39.8,66.0,245
157,112,1.32,111,43.2,83.3,172
102,32,1.59,184,22.6,10.9,184
72,279,3.88,169,28.2,79.6,202
63,128,1.7,52,37.3,27.5,154
126,208,1.29,91,29.7,46.5,187
246,114,0.93,133,44.8,78.2,231
119,124,3.9,23,25.9,75.9,120
83,27,0.74,50,35.0,81.4,65
116,86,2.32,199,37.7,85.2,176
235,210,2.58,134,27.3,45.8,268
66,275,3.47,60,40.0,62.5,191
227,28,3.2,149,29.1,41.2,230
178,136,4.07,96,24.4,38.1,219
12,286,0.32,86,13.8,44.5,112
129,118,1.55,83,23.8,69.4,126
15,183,1.47,154,35.7,50.1,160
14,160,0.82,109,42.2,75.1,116
14,287,1.52,31,18.8,69.6,88
63,56,1.62,59,22.4,11.6,121
56,93,2.66,164,15.4,60.4,118
224,92,3.35,64,34.2,44.9,222
186,218,1.97,113,43.6,46.5,263
18,149,3.63,160,32.4,75.5,143
108,265,1.75,160,31.6,53.8,224
29,79,1.52,124,29.4,80.8,81
131,298,2.75,157,13.1,67.0,204
70,122,0.22,89,35.5,54.2,126
132,170,0.49,90,31.1,70.4,149
243,176,2.15,121,33.2,13.1,297
172,225,4.72,158,41.5,12.2,334
187,198,3.64,112,37.4,16.7,292
91,216,0.53,79,37.3,45.0,176
71,242,4.25,123,42.5,28.8,256
154,108,3.69,149,44.6,88.7,206
225,295,3.09,11,30.3,53.4,243
12,255,4.12,188,13.8,63.0,163
169,202,2.08,196,26.1,32.3,264
236,228,1.19,152,37.6,35.7,298
239,149,2.61,170,11.0,36.8,243
22,172,2.79,79,12.0,65.9,80
129,32,2.74,62,12.4,47.9,103
134,141,2.87,20,35.6,51.4,165
248,239,4.75,183,27.5,57.4,314
98,125,4.52,31,22.9,71.5,118
82,89,4.39,55,13.7,17.2,143
77,214,4.03,79,35.6,72.1,173
151,205,4.72,148,21.2,55.1,230
110,118,0.58,91,19.3,63.5,107
107,101,1.4,192,32.8,36.2,204
20,94,2.53,127,29.6,42.8,130
114,211,4.25,80,22.7,28.5,211
193,233,2.58,44,32.5,88.3,186
76,163,3.77,71,19.5,49.8,142
132,235,0.78,134,37.8,89.7,183
229,34,1.34,106,18.0,49.2,167
38,236,3.69,180,15.6,27.6,202
146,54,0.91,184,37.4,50.6,196
204,202,1.82,156,34.8,13.2,299
162,289,1.4,97,16.4,82.4,170
235,119,1.81,114,14.1,75.5,169
85,26,3.57,86,39.3,68.1,130
179,49,1.9,82,37.2,58.8,171
